x,y,z
2327.3363102463995,1084.5296302440217,757.3069079925059
2327.335190807146,1084.5007241601809,757.2902701325837
2327.3340703626577,1084.4718172280734,757.273633814171
2327.332948912939,1084.442909447806,757.2569990373291
2327.331826457994,1084.414000819485,757.2403658021194
2327.3307029978264,1084.385091343217,757.2237341086031
2327.3295785324412,1084.356181019109,757.2071039568418
2327.3284530618416,1084.3272698472672,757.1904753468966
2327.3273265860325,1084.2983578277983,757.1738482788287
2327.3261991050176,1084.269444960809,757.1572227526998
2327.325070618801,1084.240531246406,757.140598768571
2327.323941127387,1084.2116166846954,757.1239763265033
2327.32281063078,1084.1827012757844,757.1073554265583
2327.321679128984,1084.1537850197794,757.0907360687975
2327.3205466220033,1084.124867916787,757.0741182532818
2327.3194131098417,1084.095949966914,757.0575019800726
2327.3182785925037,1084.0670311702668,757.0408872492312
2327.3171430699936,1084.0381115269522,757.0242740608187
2327.316006542315,1084.0091910370766,757.0076624148967
2327.3148690094727,1083.980269700747,756.9910523115261
2327.3137304714705,1083.9513475180695,756.9744437507684
2327.312590928313,1083.9224244891514,756.9578367326847
2327.311450380004,1083.8935006140987,756.9412312573361
2327.310308826548,1083.8645758930186,756.9246273247842
2327.309166267949,1083.8356503260175,756.90802493509
2327.308022704211,1083.8067239132022,756.8914240883147
2327.3068781353386,1083.7777966546792,756.8748247845197
2327.3057325613363,1083.748868550555,756.8582270237657
2327.3045859822078,1083.7199396009366,756.8416308061146
2327.3034383979575,1083.6910098059307,756.8250361316273
2327.302289808589,1083.6620791656437,756.8084430003646
2327.3011402141083,1083.6331476801824,756.7918514123883
2327.299989614518,1083.6042153496535,756.7752613677592
2327.2988380098222,1083.5752821741635,756.7586728665387
2327.2976854000267,1083.5463481538195,756.7420859087877
2327.2965317851344,1083.5174132887278,756.7255004945675
2327.29537716515,1083.4884775789953,756.7089166239394
2327.2942215400776,1083.4595410247284,756.6923342969644
2327.2930649099217,1083.4306036260343,756.6757535137036
2327.2919072746863,1083.4016653830192,756.6591742742182
2327.2907486343765,1083.3727262957902,756.6425965785694
2327.289588988995,1083.3437863644538,756.6260204268183
2327.2884283385474,1083.3148455891167,756.6094458190257
2327.287266683038,1083.2859039698856,756.5928727552532
2327.2861040224698,1083.2569615068674,756.5763012355619
2327.2849403568484,1083.2280182001687,756.5597312600123
2327.2837756861777,1083.1990740498961,756.5431628286661
2327.282610010462,1083.1701290561564,756.5265959415842
2327.2814433297053,1083.1411832190565,756.5100305988277
2327.280275643912,1083.112236538703,756.4934668004576
2327.2791069530867,1083.0832890152026,756.476904546535
2327.2779372572336,1083.054340648662,756.4603438371212
2327.2767665563565,1083.025391439188,756.443784672277
2327.2755948504605,1082.9964413868875,756.4272270520635
2327.2744221395496,1082.967490491867,756.4106709765418
2327.273248423628,1082.9385387542334,756.3941164457731
2327.2720737027003,1082.9095861740934,756.377563459818
2327.270897976771,1082.8806327515538,756.361012018738
2327.2697212458434,1082.8516784867213,756.344462122594
2327.268543509923,1082.8227233797027,756.3279137714467
2327.267364769013,1082.7937674306047,756.3113669653576
2327.266185023119,1082.764810639534,756.2948217043875
2327.265004272245,1082.7358530065978,756.2782779885973
2327.2638225163946,1082.7068945319024,756.2617358180482
2327.2626397555728,1082.677935215555,756.245195192801
2327.261455989784,1082.6489750576618,756.228656112917
2327.2602712190323,1082.62001405833,756.2121185784569
2327.2590854433224,1082.5910522176666,756.1955825894817
2327.257898662658,1082.562089535778,756.1790481460524
2327.2567108770445,1082.533126012771,756.16251524823
2327.2555220864856,1082.5041616487524,756.1459838960756
2327.2543322909855,1082.4751964438292,756.1294540896499
2327.2531414905493,1082.446230398108,756.1129258290139
2327.2519496851805,1082.4172635116956,756.0963991142289
2327.2507568748842,1082.3882957846993,756.0798739453553
2327.2495630596645,1082.3593272172252,756.0633503224543
2327.248368239526,1082.3303578093805,756.046828245587
2327.247172414473,1082.3013875612721,756.030307714814
2327.24597558451,1082.2724164730066,756.0137887301962
2327.244777749641,1082.2434445446909,755.997271291795
2327.2435789098704,1082.2144717764318,755.9807553996707
2327.2423790652033,1082.1854981683362,755.9642410538845
2327.2411782156437,1082.156523720511,755.9477282544974
2327.2399763611966,1082.1275484330627,755.9312170015701
2327.238773501865,1082.0985723060985,755.9147072951635
2327.237569637655,1082.0695953397253,755.8981991353385
2327.2363647685697,1082.0406175340495,755.8816925221558
2327.235158894615,1082.0116388891784,755.8651874556767
2327.233952015794,1081.9826594052186,755.8486839359618
2327.2327441321113,1081.9536790822772,755.8321819630719
2327.2315352435717,1081.9246979204606,755.8156815370678
2327.23032535018,1081.8957159198762,755.7991826580105
2327.2291144519404,1081.8667330806304,755.7826853259608
2327.227902548857,1081.8377494028305,755.7661895409794
2327.2266896409346,1081.808764886583,755.7496953031275
2327.2254757281776,1081.779779531995,755.7332026124656
2327.2242608105903,1081.7507933391732,755.7167114690544
2327.223044888178,1081.7218063082248,755.7002218729549
2327.2218279609438,1081.6928184392564,755.683733824228
2327.220610028893,1081.6638297323748,755.6672473229344
2327.2193910920305,1081.6348401876871,755.6507623691347
2327.21817115036,1081.6058498053003,755.63427896289
